COMBO_NAME  ACC
combo0	60.391
combo1	63.066
combo2	61.008
combo3	60.185
combo4	53.909
combo5	62.551
combo6	61.42
combo7	62.243
combo8	62.346
combo9	64.403
combo10	64.918
combo11	63.066
