COMBO_NAME  ACC
combo0	60.185
combo1	60.905
combo2	61.008
combo3	62.654
combo4	45.165
combo5	59.671
combo6	54.012
combo7	61.934
combo8	58.539
combo9	59.362
combo10	60.802
combo11	59.774

