COMBO_NAME  EPOCHS   BATCH_SIZE LEARNING_RATE   LAYERS  OPTIMIZER   DROPOUT BATCH_NORM  BIAS    BIDIRECTIONAL   LSTM_LAYERS
default 10  5   0.0001  [16, 8, 4]  Adam    False   True    True    False   2
combo1 10  5    0.0001  [8]  Adam    False   True    True    False   2
combo2 10  5    0.0001  [16, 8, 4]  Adam    False   True    True    True   2
combo3 10  5    0.0001  [16, 8, 4]  Adam    False   True    False    False   2
combo4 10  10   0.0001  [16, 8, 4]  Adam    False   True    True    False   2
combo5 10  5    0.0001  [16, 8, 4]  Adam    True  True    True    False   2
